Track	Title	Authors	Acceptance_Status
Efficient Methods for NLP	Sequence-to-Lattice Models for Fast Translation	Yuntian Deng and Alexander Rush	Accept-Findings
Efficient Methods for NLP	Searching for More Efficient Dynamic Programs	Tim Vieira, Ryan Cotterell and Jason Eisner	Accept-Findings
Efficient Methods for NLP	Subformer: Exploring Weight Sharing for Parameter Efficiency in Generative Transformers	Machel Reid, Edison Marrese-Taylor and Yutaka Matsuo	Accept-Findings
Efficient Methods for NLP	Bag of Tricks for Optimizing Transformer Efficiency	Ye Lin, Yanyang Li, Tong Xiao and Jingbo Zhu	Accept-Findings
Efficient Methods for NLP	Learning Task Sampling Policy for Multitask Learning	Dhanasekar Sundararaman, Henry Tsai, Kuang-Huei Lee, Iulia Turc and Lawrence Carin	Accept-Findings
Efficient Methods for NLP	Self-Training using Rules of Grammar for Few-Shot NLU	Joonghyuk Hahn, Hyunjoon Cheon, Kyuyeol Han, Cheongjae Lee, Junseok Kim and Yo-Sub Han	Accept-Findings
Efficient Methods for NLP	{W}hat to Pre-Train on? {E}fficient Intermediate Task Selection	Clifton Poth, Jonas Pfeiffer, Andreas Rücklé and Iryna Gurevych	Accept-Oral
Efficient Methods for NLP	MATE: Multi-view Attention for Table Transformer Efficiency	Julian Eisenschlos, Maharshi Gor, Thomas Müller and William Cohen	Accept-Oral
Efficient Methods for NLP	Highly Parallel Autoregressive Entity Linking with Discriminative Correction	Nicola De Cao, Wilker Aziz and Ivan Titov	Accept-Oral
Efficient Methods for NLP	Word-Level Coreference Resolution	Vladimir Dobrovolskii	Accept-Oral
Efficient Methods for NLP	Dynamic Knowledge Distillation for Pre-trained Language Models	Lei Li, Yankai Lin, Shuhuai Ren, Peng Li, Jie Zhou and Xu Sun	Accept-Oral
Efficient Methods for NLP	PermuteFormer: Efficient Relative Position Encoding for Long Sequences	Peng Chen	Accept-Oral
Efficient Methods for NLP	Efficient Multi-Task Auxiliary Learning: Selecting Auxiliary Data by Feature Similarity	Po-Nien Kung, Sheng-Siang Yin, Yi-Cheng Chen, Tse-Hsuan Yang and Yun-Nung Chen	Accept-Oral
Efficient Methods for NLP	Few-Shot Text Generation with Natural Language Instructions	Timo Schick and Hinrich Schütze	Accept-Oral
Efficient Methods for NLP	Learning with Different Amounts of Annotation: From Zero to Many Labels	Shujian Zhang, Chengyue Gong and Eunsol Choi	Accept-Oral
Efficient Methods for NLP	Distilling Linguistic Context for Language Model Compression	Geondo Park, Gyeongman Kim and Eunho Yang	Accept-Oral
Efficient Methods for NLP	How to Train BERT with an Academic Budget	Peter Izsak, Moshe Berchansky and Omer Levy	Accept-Oral
Efficient Methods for NLP	Beyond Preserved Accuracy: Evaluating Loyalty and Robustness of BERT Compression	Canwen Xu, Wangchunshu Zhou, Tao Ge, Ke Xu, Julian McAuley and Furu Wei	Accept-Oral
Efficient Methods for NLP	A Secure and Efficient Federated Learning Framework for NLP	Chenghong Wang, Jieren Deng, Xianrui Meng, Yijue Wang, Ji Li, Sheng Lin, Shuo Han, Fei Miao, Sanguthevar Rajasekaran and Caiwen Ding	Accept-Oral
Efficient Methods for NLP	IndoBERTweet: A Pretrained Language Model for Indonesian Twitter with Effective Domain-Specific Vocabulary Initialization	Fajri Koto, Jey Han Lau and Timothy Baldwin	Accept-Oral
Efficient Methods for NLP	Block Pruning For Faster Transformers	François Lagunas, Ella Charlaix, Victor Sanh and Alexander Rush	Accept-Oral
Efficient Methods for NLP	Universal-KD: Attention-based Output-Grounded Intermediate Layer Knowledge Distillation	Yimeng Wu, Mehdi Rezagholizadeh, Abbas Ghaddar, Md Akmal Haidar and Ali Ghodsi	Accept-Oral
Efficient Methods for NLP	A Semantic Filter Based on Relations for Knowledge Graph Completion	Liang Zongwei, Yang Junan, Liu Hui and Huang KeJu	Accept-Poster
Efficient Methods for NLP	Consistent Accelerated Inference via Confident Adaptive Transformers	Tal Schuster, Adam Fisch, Tommi Jaakkola and Regina Barzilay	Accept-Poster
Efficient Methods for NLP	Improving and Simplifying Pattern Exploiting Training	Derek Tam, Rakesh Radhakrishnan Menon, Mohit Bansal, Shashank Srivastava and Colin Raffel	Accept-Poster
Efficient Methods for NLP	{AdapterDrop}: {O}n the Efficiency of Adapters in Transformers	Andreas Rücklé, Gregor Geigle, Max Glockner, Tilman Beck, Jonas Pfeiffer, Nils Reimers and Iryna Gurevych	Accept-Poster
Efficient Methods for NLP	Multimodal Phased Transformer for Sentiment Analysis	Junyan Cheng, Iordanis Fostiropoulos, Barry Boehm and Mohammad Soleymani	Accept-Poster
Efficient Methods for NLP	Hierarchical Multi-label Text Classification with Horizontal and Vertical Category Correlations	Linli Xu, Sijie Teng, Ruoyu Zhao, Junliang Guo, Chi Xiao, Deqiang Jiang and Bo Ren	Accept-Poster
Efficient Methods for NLP	Unsupervised Data Augmentation with Naive Augmentation and without Unlabeled Data	David Lowell, Brian Howard, Zachary C. Lipton and Byron Wallace	Accept-Poster
Efficient Methods for NLP	{PAUSE}: Positive and Annealed Unlabeled Sentence Embedding	Lele Cao, Emil Larsson, Vilhelm von Ehrenheim, Dhiana Deva Cavalcanti Rocha, Anna Martin and Sonja Horn	Accept-Poster
Efficient Methods for NLP	Understanding and Overcoming the Challenges of Efficient Transformer Quantization	Yelysei Bondarenko, Markus Nagel and Tijmen Blankevoort	Accept-Poster
Efficient Methods for NLP	A Simple Geometric Method for Cross-Lingual Linguistic Transformations with Pre-trained Autoencoders	Maarten De Raedt, Fréderic Godin, Pieter Buteneers, Chris Develder and Thomas Demeester	Accept-Poster
Efficient Methods for NLP	Pre-train or Annotate? Domain Adaptation with a Constrained Budget	Fan Bai, Alan Ritter and Wei Xu	Accept-Poster
Efficient Methods for NLP	RankNAS: Efficient Neural Architecture Search by Pairwise Ranking	Chi Hu, Chenglong Wang, Xiangnan Ma, Xia Meng, Yinqiao Li, Tong Xiao, Jingbo Zhu and Changliang Li	Accept-Poster
Efficient Methods for NLP	FLiText: A Faster and Lighter Semi-Supervised Text Classification with Convolution Networks	Chen Liu, Zhang Mengchao, Fu Zhibing, Panpan Hou and Yu Li	Accept-Poster
Efficient Methods for NLP	GPT3Mix: Leveraging Large-scale Language Models for Text Augmentation	Kang Min Yoo, Dongju Park, Jaewook Kang, Sang-Woo Lee and Woomyoung Park	Accept-Findings
Efficient Methods for NLP	SOM-NCSCM : An Efficient Neural Chinese Sentence Compression Model Enhanced with Self-Organizing Map	Kangli Zi, Shi Wang, Yu Liu, Jicun Li, Yanan Cao and Cungen Cao	Accept-Oral
Ethics and NLP	Modeling Disclosive Transparency in NLP Application Descriptions	Michael Saxon, Sharon Levy, Xinyi Wang, Alon Albalak and William Yang Wang	Accept-Oral
Ethics and NLP	Collecting a Large-Scale Gender Bias Dataset for Coreference Resolution and Machine Translation	Shahar Levy, Koren Lazar and Gabriel Stanovsky	Accept-Findings
Ethics and NLP	TAG: Gradient Attack on Transformer-based Language Models	Jieren Deng, Yijue Wang, Ji Li, Chenghong Wang, Chao Shang, Hang Liu, Sanguthevar Rajasekaran and Caiwen Ding	Accept-Findings
Ethics and NLP	Towards Automatic Bias Detection in Knowledge Graphs	Daphna Keidar, Mian Zhong, Ce Zhang, Yash Shrestha and Bibek Paudel	Accept-Findings
Ethics and NLP	Uncovering Implicit Gender Bias in Narratives through Commonsense Inference	Tenghao Huang, Faeze Brahman, Vered Shwartz and Snigdha Chaturvedi	Accept-Findings
Ethics and NLP	Sustainable Modular Debiasing of Language Models	Anne Lauscher, Tobias Lueken and Goran Glavaš	Accept-Findings
Ethics and NLP	Harms of Gender Exclusivity and Challenges in Non-Binary Representation in Language Technologies	Sunipa Dev, Masoud Monajatipoor, Anaelia Ovalle, Arjun Subramonian, Jeff Phillips and Kai-Wei Chang	Accept-Oral
Ethics and NLP	Style Pooling: Automatic Text Style Obfuscation for Improved Classification Fairness	Fatemehsadat Mireshghallah and Taylor Berg-Kirkpatrick	Accept-Oral
Ethics and NLP	Fairness-aware Class Imbalanced Learning	Shivashankar Subramanian, Afshin Rahimi, Timothy Baldwin, Trevor Cohn and Lea Frermann	Accept-Oral
Ethics and NLP	CRYPTOGRU: Low Latency Privacy-Preserving Text Analysis With GRU	Bo Feng, Qian Lou, Lei Jiang and Geoffrey Fox	Accept-Oral
Ethics and NLP	CAPE: Context-Aware Private Embeddings for Private Language Learning	Richard Plant, Dimitra Gkatzia and Valerio Giuffrida	Accept-Poster
Ethics and NLP	Lawyers are Dishonest? Quantifying Representational Harms in Commonsense Knowledge Resources	Ninareh Mehrabi, Pei Zhou, Fred Morstatter, Jay Pujara, Xiang Ren and Aram Galstyan	Accept-Poster
Ethics and NLP	Evaluating Debiasing Techniques for Intersectional Biases	Shivashankar Subramanian, Xudong Han, Timothy Baldwin, Trevor Cohn and Lea Frermann	Accept-Poster
Ethics and NLP	Mitigating Language-Dependent Ethnic Bias in BERT	Jaimeen Ahn and Alice Oh	Accept-Poster
Ethics and NLP	Adversarial Scrubbing of Demographic Information for Text Classification	Somnath Basu Roy Chowdhury, Sayan Ghosh, Yiyuan Li, Junier Oliva, Shashank Srivastava and Snigdha Chaturvedi	Accept-Poster
Ethics and NLP	Low Frequency Names Exhibit Bias and Overfitting in Contextualizing Language Models	Robert Wolfe and Aylin Caliskan	Accept-Poster
Ethics and NLP	Reconstruction Attack on Instance Encoding for Language Understanding	Shangyu Xie and Yuan Hong	Accept-Oral
Generation	K-PLUG: Knowledge-injected Pre-trained Language Model for Natural Language Understanding and Generation in E-Commerce	Song Xu, Haoran Li, Peng Yuan, Yujia Wang, Youzheng Wu, Xiaodong He, Ying Liu and Bowen Zhou	Accept-Findings
Generation	Discourse-Based Sentence Splitting	Liam Cripwell, Joël Legrand and Claire Gardent	Accept-Findings
Generation	Effect Generation Based on Causal Reasoning	Feiteng Mu, Wenjie Li and Zhipeng Xie	Accept-Findings
Generation	Plan-then-Generate: Controlled Data-to-Text Generation via Planning	Yixuan Su, David Vandyke, Sihui Wang, Yimai Fang and Nigel Collier	Accept-Findings
Generation	Few-Shot Table-to-Text Generation with Prototype Memory	Yixuan Su, Zaiqiao Meng, Simon Baker and Nigel Collier	Accept-Findings
Generation	Towards Document-Level Paraphrase Generation with Sentence Rewriting and Reordering	Zhe Lin, Yitao Cai and Xiaojun Wan	Accept-Findings
Generation	Diversity and Consistency: Exploring Visual Question-Answer Pair Generation	Sen Yang, Qingyu Zhou, Dawei Feng, Yang Liu, Chao Li, Yunbo Cao and Dongsheng Li	Accept-Findings
Generation	TWT: Table with Written Text for Controlled Data-to-Text Generation	Tongliang Li, Lei Fang, Jian-Guang Lou and Zhoujun Li	Accept-Findings
Generation	SciXGen: A Scientific Paper Dataset for Context-Aware Text Generation	Hong Chen, Hiroya Takamura and Hideki Nakayama	Accept-Findings
Generation	Entity-Based Semantic Adequacy for Data-to-Text Generation	Juliette Faille, Albert Gatt and Claire Gardent	Accept-Findings
Generation	Rethinking Sentiment Style Transfer	Ping Yu, Yang Zhao, Chunyuan Li and Changyou Chen	Accept-Findings
Generation	Grouped-Attention for Content-Selection and Content-Plan Generation	Bayu Distiawan Trisedya, Xiaojie Wang, Jianzhong Qi, Rui Zhang and Qingjun Cui	Accept-Findings
Generation	Retrieval, Analogy, and Composition: A framework for Compositional Generalization in Image Captioning	Zhan Shi, Hui Liu, Martin Renqiang Min, Christopher Malon, Li Erran Li and Xiaodan Zhu	Accept-Findings
Generation	proScript: Partially Ordered Scripts Generation	Keisuke Sakaguchi, Chandra Bhagavatula, Ronan Le Bras, Niket Tandon, Peter Clark and Yejin Choi	Accept-Findings
Generation	SideControl: Controlled Open-domain Dialogue Generation via Additive Side Networks	Wanyu Du and Yangfeng Ji	Accept-Findings
Generation	Attribute Alignment: Controlling Text Generation from Pre-trained Language Models	Dian Yu, Zhou Yu and Kenji Sagae	Accept-Findings
Generation	Informed Sampling for Diversity in Concept-to-Text NLG	Giulio Zhou and Gerasimos Lampouras	Accept-Findings
Generation	KFCNet: Knowledge Filtering and Contrastive Learning for Generative Commonsense Reasoning	Haonan Li, Yeyun Gong, Jian Jiao, Ruofei Zhang, Timothy Baldwin and Nan Duan	Accept-Findings
Generation	Learning and Analyzing Generation Order for Undirected Sequence Models	Yichen Jiang and Mohit Bansal	Accept-Findings
Generation	A Plug-and-Play Method for Controlled Text Generation	Damian Pascual, Beni Egressy, Clara Meister, Ryan Cotterell and Roger Wattenhofer	Accept-Findings
Generation	Attend, Memorize and Generate: Towards Faithful Table-to-Text Generation in Few Shots	Wenting Zhao, Ye Liu, Yao Wan and Philip Yu	Accept-Findings
Generation	Syntactically Diverse Adversarial Network for Knowledge-Grounded Conversation Generation	Fuwei Cui, Hui Di, Hongjie Ren, Kazushige Ouchi, Ze Liu and Jinan Xu	Accept-Findings
Generation	Simple or Complex? Complexity-controllable Question Generation with Soft Templates and Deep Mixture of Experts Model	Sheng Bi, Xiya Cheng, Yuan-Fang Li, Lizhen Qu, Shirong Shen, Guilin Qi, Lu Pan and Yinlin Jiang	Accept-Findings
Generation	Speculative Sampling in Variational Autoencoders for Dialogue Response Generation	Shoetsu Sato, Naoki Yoshinaga, Masashi Toyoda and Masaru Kitsuregawa	Accept-Findings
Generation	Contrastive Representation Learning for Exemplar-Guided Paraphrase Generation	Haoran Yang, Wai Lam and Piji Li	Accept-Findings
Generation	Counter-Contrastive Learning for Language GANs	Yekun Chai, Haidong Zhang, Qiyue Yin and Junge Zhang	Accept-Findings
Generation	Structural Adapters in Pretrained Language Models for {AMR}-to-{T}ext Generation	Leonardo F. R. Ribeiro, Yue Zhang and Iryna Gurevych	Accept-Oral
Generation	Mathematical Word Problem Generation from Commonsense Knowledge Graph and Equations	Tianqiao Liu, Qiang Fang, Wenbiao Ding, Hang Li, Zhongqin Wu and Zitao Liu	Accept-Oral
Generation	Injecting Entity Types into Entity-Guided Text Generation	Xiangyu Dong, Wenhao Yu, Chenguang Zhu and Meng Jiang	Accept-Oral
Generation	Revisiting Pivot-Based Paraphrase Generation: Language Is Not the Only Optional Pivot	Yitao Cai, Yue Cao and Xiaojun Wan	Accept-Oral
Generation	Smelting Gold and Silver for Improved Multilingual {AMR}-to-{T}ext Generation	Leonardo F. R. Ribeiro, Jonas Pfeiffer, Yue Zhang and Iryna Gurevych	Accept-Oral
Generation	{D}iscoDVT: {G}enerating Long Text with Discourse-Aware Discrete Variational Transformer	Haozhe Ji and Minlie Huang	Accept-Oral
Generation	Generic resources are what you need: Style transfer tasks without task-specific parallel training data	Huiyuan Lai, Antonio Toral and Malvina Nissim	Accept-Oral
Generation	Moral Stories: Situated Reasoning about Norms, Intents, Actions, and their Consequences	Denis Emelin, Ronan Le Bras, Jena D. Hwang, Maxwell Forbes and Yejin Choi	Accept-Oral
Generation	Data-to-text Generation by Splicing Together Nearest Neighbors	Sam Wiseman, Arturs Backurs and Karl Stratos	Accept-Oral
Generation	Truth-Conditional Captions for Time Series Data	Harsh Jhamtani and Taylor Berg-Kirkpatrick	Accept-Oral
Generation	Building Adaptive Acceptability Classifiers for Neural NLG	Soumya Batra, Shashank Jain, Peyman Heidari, Ankit Arun, Catharine Youngs, Xintong Li, Pinar Donmez, Shawn Mei, Shiunzu Kuo, Vikas Bhardwaj, Anuj Kumar and Michael White	Accept-Oral
Generation	Learning Compact Metrics for MT	Amy Pu, Hyung Won Chung, Ankur Parikh, Sebastian Gehrmann and Thibault Sellam	Accept-Oral
Generation	Sentence-Permuted Paragraph Generation	Wenhao Yu, Chenguang Zhu, Tong Zhao, Zhichun Guo and Meng Jiang	Accept-Poster
Generation	Extract, Denoise and Enforce: Evaluating and Improving Concept Preservation for Text-to-Text Generation	Yuning Mao, Wenchang Ma, Deren Lei, Jiawei Han and Xiang Ren	Accept-Poster
Generation	Definition Modelling for Appropriate Specificity	Han Huang, Tomoyuki Kajiwara and Yuki Arase	Accept-Poster
Generation	Document-Level Text Simplification: Dataset, Criteria and Baseline	Renliang Sun, Hanqi Jin and Xiaojun Wan	Accept-Poster
Generation	Transductive Learning for Unsupervised Text Style Transfer	Fei Xiao, Liang Pang, Yanyan Lan, Yan Wang, Huawei Shen and Xueqi Cheng	Accept-Poster
Generation	A Bag of Tricks for Dialogue Summarization	Muhammad Khalifa, Miguel Ballesteros and Kathleen McKeown	Accept-Poster
Generation	Paraphrase Generation: A Survey of the State of the Art	Jianing Zhou and Suma Bhat	Accept-Poster
Generation	Integrating Semantic Scenario and Word Relations for Abstractive Sentence Summarization	Yong Guan, Shaoru Guo, Ru Li, Xiaoli Li and Hu Zhang	Accept-Poster
Generation	Coupling Context Modeling with Zero Pronoun Recovering for Document-Level Natural Language Generation	Xin Tan, Longyin Zhang and Guodong Zhou	Accept-Poster
Generation	Open-domain clarification question generation without question examples	Julia White, Gabriel Poesia, Robert Hawkins, Dorsa Sadigh and Noah Goodman	Accept-Poster
